id_contrato,dt_contratacao,vr_financiado,vr_entrada,tx_juros_anual,prazo_meses,faixa_renda,uf,tipo_imovel,programa_social,score_credito_contratacao,ltv,fl_ever_inadimplente,qtd_meses_observados,max_dias_atraso,primeiro_mes_observado,ultimo_mes_observado
9029,2024-01-02,170367.17,21662.1,7.72,360,Até 3 SM,RS,Usado,FGTS,579,88.72,0,11,11,2024-02-01,2024-12-01
9030,2024-01-02,168996.53,31791.07,4.73,300,3 a 6 SM,SP,Novo,MCMV,631,84.17,0,11,59,2024-02-01,2024-12-01
9031,2024-01-02,349212.05,109956.11,10.26,180,6 a 10 SM,ES,Novo,Livre,840,76.05,0,11,52,2024-02-01,2024-12-01
9032,2024-01-02,115037.44,13976.64,5.75,240,Até 3 SM,RJ,Usado,MCMV,538,89.17,1,11,103,2024-02-01,2024-12-01
9033,2024-01-02,126814.57,18136.07,6.67,300,Até 3 SM,MA,Usado,MCMV,513,87.49,1,11,180,2024-02-01,2024-12-01
9034,2024-01-02,250000.0,48333.23,11.67,120,6 a 10 SM,SP,Novo,Livre,678,83.8,0,11,70,2024-02-01,2024-12-01
9035,2024-01-03,245638.16,56888.92,8.8,180,6 a 10 SM,SP,Usado,FGTS,608,81.2,0,11,62,2024-02-01,2024-12-01
9036,2024-01-03,236232.74,39540.33,8.81,360,3 a 6 SM,RS,Novo,Livre,581,85.66,0,11,65,2024-02-01,2024-12-01
9037,2024-01-03,151264.34,20560.02,9.0,360,Até 3 SM,RS,Usado,FGTS,634,88.03,1,11,149,2024-02-01,2024-12-01
9038,2024-01-03,479266.17,142019.68,9.77,300,Acima de 10 SM,ES,Novo,Livre,828,77.14,0,11,74,2024-02-01,2024-12-01
9039,2024-01-03,284443.72,93087.13,7.66,360,Acima de 10 SM,RS,Usado,FGTS,727,75.34,1,11,157,2024-02-01,2024-12-01
9040,2024-01-03,268215.61,85861.09,8.51,240,6 a 10 SM,RN,Usado,FGTS,645,75.75,1,11,150,2024-02-01,2024-12-01
9041,2024-01-03,301910.35,54169.16,7.42,300,6 a 10 SM,SE,Novo,FGTS,813,84.79,0,11,81,2024-02-01,2024-12-01
9042,2024-01-03,99576.47,16531.93,6.89,360,Até 3 SM,SP,Novo,MCMV,477,85.76,1,11,104,2024-02-01,2024-12-01
9043,2024-01-03,142724.58,21635.96,8.25,360,Até 3 SM,SP,Novo,FGTS,663,86.84,0,11,90,2024-02-01,2024-12-01
9044,2024-01-03,437164.55,78555.63,7.36,300,6 a 10 SM,PR,Novo,FGTS,706,84.77,1,11,112,2024-02-01,2024-12-01
9045,2024-01-03,266607.3,56172.67,7.07,180,6 a 10 SM,DF,Novo,FGTS,670,82.6,0,11,43,2024-02-01,2024-12-01
9046,2024-01-03,86803.26,10228.65,5.93,120,Até 3 SM,SP,Usado,MCMV,517,89.46,1,11,122,2024-02-01,2024-12-01
9047,2024-01-03,147059.1,29462.78,9.31,120,3 a 6 SM,MS,Novo,FGTS,730,83.31,0,11,21,2024-02-01,2024-12-01
9048,2024-01-03,587405.67,201915.02,10.67,240,Acima de 10 SM,PR,Novo,Livre,900,74.42,0,11,22,2024-02-01,2024-12-01
9049,2024-01-03,197093.42,39355.92,5.14,300,3 a 6 SM,SC,Usado,MCMV,648,83.36,0,11,65,2024-02-01,2024-12-01
9050,2024-01-03,139778.83,17256.55,6.64,180,Até 3 SM,RJ,Novo,MCMV,595,89.01,0,11,28,2024-02-01,2024-12-01
9051,2024-01-03,256555.83,31267.26,7.34,120,Até 3 SM,CE,Usado,FGTS,620,89.14,0,11,62,2024-02-01,2024-12-01
9052,2024-01-03,109555.59,17457.26,5.91,240,Até 3 SM,SP,Novo,MCMV,570,86.26,0,11,54,2024-02-01,2024-12-01
9053,2024-01-03,341684.44,119096.38,8.7,300,Acima de 10 SM,SP,Usado,FGTS,716,74.15,0,11,26,2024-02-01,2024-12-01
9054,2024-01-03,211292.41,38005.09,7.4,360,3 a 6 SM,PE,Novo,FGTS,557,84.76,0,11,44,2024-02-01,2024-12-01
9055,2024-01-03,187133.41,29728.62,5.11,240,3 a 6 SM,CE,Novo,MCMV,723,86.29,1,11,116,2024-02-01,2024-12-01
9056,2024-01-03,275772.98,55698.53,9.42,360,6 a 10 SM,RJ,Novo,FGTS,762,83.2,0,11,71,2024-02-01,2024-12-01
9057,2024-01-03,152676.6,19655.03,4.88,300,Até 3 SM,PE,Usado,MCMV,614,88.59,1,11,149,2024-02-01,2024-12-01
9058,2024-01-04,137636.7,23369.96,7.13,240,Até 3 SM,PR,Usado,FGTS,475,85.49,1,11,125,2024-02-01,2024-12-01
9059,2024-01-04,250000.0,67686.67,9.88,180,6 a 10 SM,SP,Novo,Livre,705,78.69,1,11,138,2024-02-01,2024-12-01
9060,2024-01-04,300605.89,79965.72,7.73,360,Acima de 10 SM,RO,Novo,FGTS,880,78.99,0,11,60,2024-02-01,2024-12-01
9061,2024-01-04,142909.01,23154.39,8.78,300,Até 3 SM,SP,Novo,FGTS,611,86.06,0,11,55,2024-02-01,2024-12-01
9062,2024-01-04,95205.61,12886.82,4.67,360,Até 3 SM,SP,Novo,MCMV,543,88.08,0,11,28,2024-02-01,2024-12-01
9063,2024-01-04,100000.0,23380.25,8.5,300,3 a 6 SM,CE,Novo,FGTS,672,81.05,0,11,14,2024-02-01,2024-12-01
9064,2024-01-04,120155.98,15800.13,9.19,300,Até 3 SM,RJ,Novo,FGTS,614,88.38,0,11,53,2024-02-01,2024-12-01
9065,2024-01-04,277800.32,66418.21,8.39,360,6 a 10 SM,SP,Usado,FGTS,611,80.7,1,11,124,2024-02-01,2024-12-01
9066,2024-01-04,109941.77,15103.4,5.4,180,Até 3 SM,RJ,Novo,MCMV,582,87.92,1,11,134,2024-02-01,2024-12-01
9067,2024-01-04,264157.93,40775.17,11.14,120,3 a 6 SM,RS,Usado,Livre,730,86.63,1,11,132,2024-02-01,2024-12-01
9068,2024-01-04,250000.0,50361.5,9.04,180,6 a 10 SM,SP,Novo,Livre,602,83.23,0,11,57,2024-02-01,2024-12-01
9069,2024-01-04,461302.89,91245.75,10.43,360,6 a 10 SM,PR,Usado,Livre,586,83.49,0,11,28,2024-02-01,2024-12-01
9070,2024-01-04,146304.51,32365.07,9.36,120,3 a 6 SM,GO,Usado,FGTS,739,81.89,0,11,57,2024-02-01,2024-12-01
9071,2024-01-04,164504.58,27348.85,4.96,360,3 a 6 SM,RJ,Usado,MCMV,643,85.74,0,11,69,2024-02-01,2024-12-01
9072,2024-01-05,360676.9,76344.59,7.27,360,6 a 10 SM,AM,Usado,FGTS,701,82.53,0,11,0,2024-02-01,2024-12-01
9073,2024-01-05,217394.13,56500.66,8.14,360,6 a 10 SM,SP,Usado,FGTS,659,79.37,0,11,32,2024-02-01,2024-12-01
9074,2024-01-05,271170.21,76081.53,8.33,360,6 a 10 SM,RJ,Novo,FGTS,575,78.09,1,11,122,2024-02-01,2024-12-01
9075,2024-01-05,80000.0,14023.49,4.44,300,3 a 6 SM,MG,Usado,MCMV,619,85.09,1,11,105,2024-02-01,2024-12-01
9076,2024-01-05,129108.81,19206.81,6.45,360,Até 3 SM,SP,Novo,MCMV,660,87.05,0,11,73,2024-02-01,2024-12-01
9077,2024-01-05,106212.93,16029.24,4.38,120,Até 3 SM,PE,Novo,MCMV,463,86.89,1,11,129,2024-02-01,2024-12-01
9078,2024-01-05,211291.48,41412.87,7.04,180,3 a 6 SM,MA,Novo,FGTS,785,83.61,0,11,70,2024-02-01,2024-12-01
9079,2024-01-05,138692.59,20058.39,4.81,300,3 a 6 SM,SP,Usado,MCMV,466,87.36,0,11,22,2024-02-01,2024-12-01
9080,2024-01-05,306476.69,50913.58,8.18,300,Até 3 SM,RS,Novo,FGTS,464,85.75,0,11,40,2024-02-01,2024-12-01
9081,2024-01-05,243875.89,70544.88,8.56,360,Acima de 10 SM,MG,Novo,FGTS,659,77.56,0,11,28,2024-02-01,2024-12-01
9082,2024-01-05,240589.45,98410.88,9.25,180,Acima de 10 SM,SP,Usado,FGTS,891,70.97,0,11,14,2024-02-01,2024-12-01
9083,2024-01-05,99586.58,14606.11,6.21,120,Até 3 SM,PA,Novo,MCMV,606,87.21,0,11,77,2024-02-01,2024-12-01
9084,2024-01-05,91117.51,15351.77,4.03,240,3 a 6 SM,SP,Usado,MCMV,600,85.58,0,11,71,2024-02-01,2024-12-01
9085,2024-01-05,297398.06,72396.71,8.5,360,6 a 10 SM,SP,Novo,FGTS,718,80.42,0,11,63,2024-02-01,2024-12-01
9086,2024-01-05,340205.47,108168.63,8.63,360,Acima de 10 SM,SP,Usado,FGTS,770,75.88,0,11,0,2024-02-01,2024-12-01
9087,2024-01-05,80000.0,12878.7,5.55,360,Até 3 SM,MG,Usado,MCMV,556,86.13,0,11,47,2024-02-01,2024-12-01
9088,2024-01-05,201340.89,64350.71,7.81,120,6 a 10 SM,RJ,Usado,FGTS,900,75.78,0,11,84,2024-02-01,2024-12-01
9089,2024-01-05,303533.95,36640.1,7.21,360,Até 3 SM,SP,Usado,FGTS,651,89.23,1,11,125,2024-02-01,2024-12-01
9090,2024-01-05,174007.93,31568.89,8.11,300,3 a 6 SM,BA,Usado,FGTS,558,84.64,0,11,62,2024-02-01,2024-12-01
9091,2024-01-05,155384.41,28675.06,7.95,300,3 a 6 SM,CE,Novo,FGTS,554,84.42,0,11,27,2024-02-01,2024-12-01
9092,2024-01-05,224084.63,52211.14,11.86,360,3 a 6 SM,CE,Usado,Livre,619,81.1,0,11,67,2024-02-01,2024-12-01
9093,2024-01-05,118627.59,21761.24,4.3,240,3 a 6 SM,RJ,Usado,MCMV,527,84.5,1,11,100,2024-02-01,2024-12-01
9094,2024-01-05,176316.47,25135.42,8.69,300,3 a 6 SM,PR,Novo,FGTS,644,87.52,0,11,30,2024-02-01,2024-12-01
9095,2024-01-06,185729.72,31029.65,7.36,360,Até 3 SM,SP,Novo,FGTS,541,85.68,0,11,54,2024-02-01,2024-12-01
9096,2024-01-06,161281.36,26877.55,8.76,180,3 a 6 SM,SP,Usado,FGTS,572,85.72,0,11,0,2024-02-01,2024-12-01
9097,2024-01-06,305720.01,108388.4,8.25,360,Acima de 10 SM,AM,Usado,FGTS,767,73.83,1,11,149,2024-02-01,2024-12-01
9098,2024-01-06,152541.01,17650.1,4.97,300,Até 3 SM,MA,Novo,MCMV,601,89.63,1,11,145,2024-02-01,2024-12-01
9099,2024-01-06,200000.0,40190.17,9.16,360,3 a 6 SM,MG,Usado,Livre,571,83.27,0,11,40,2024-02-01,2024-12-01
9100,2024-01-06,144260.93,16382.63,8.45,360,Até 3 SM,PE,Novo,FGTS,584,89.8,0,11,20,2024-02-01,2024-12-01
9101,2024-01-06,149860.64,23305.64,7.65,360,3 a 6 SM,CE,Usado,FGTS,559,86.54,0,11,0,2024-02-01,2024-12-01
9102,2024-01-06,317736.35,93578.06,9.73,300,6 a 10 SM,RS,Usado,Livre,822,77.25,0,11,68,2024-02-01,2024-12-01
9103,2024-01-06,347902.54,96109.38,7.83,360,Acima de 10 SM,RN,Novo,FGTS,638,78.35,0,11,31,2024-02-01,2024-12-01
9104,2024-01-06,261628.53,43305.11,11.67,300,3 a 6 SM,BA,Novo,Livre,757,85.8,0,11,17,2024-02-01,2024-12-01
9105,2024-01-06,83700.56,12503.44,5.18,120,3 a 6 SM,RS,Novo,MCMV,778,87.0,1,11,132,2024-02-01,2024-12-01
9106,2024-01-06,138576.13,16322.5,5.71,240,Até 3 SM,PR,Usado,MCMV,631,89.46,0,11,76,2024-02-01,2024-12-01
9107,2024-01-06,128421.96,20214.1,9.02,300,3 a 6 SM,BA,Usado,FGTS,605,86.4,0,11,77,2024-02-01,2024-12-01
9108,2024-01-06,173647.03,29769.11,8.93,360,Até 3 SM,SP,Usado,FGTS,499,85.37,1,11,150,2024-02-01,2024-12-01
9109,2024-01-06,258243.02,45633.21,7.08,180,6 a 10 SM,MG,Usado,FGTS,748,84.98,0,11,0,2024-02-01,2024-12-01
9110,2024-01-06,231055.72,50293.7,8.46,180,6 a 10 SM,DF,Novo,FGTS,683,82.12,0,11,52,2024-02-01,2024-12-01
9111,2024-01-06,249085.71,71302.7,9.2,240,6 a 10 SM,SP,Novo,FGTS,622,77.74,0,11,81,2024-02-01,2024-12-01
9112,2024-01-06,171388.95,41069.65,7.92,180,3 a 6 SM,CE,Usado,FGTS,657,80.67,0,11,0,2024-02-01,2024-12-01
9113,2024-01-06,168305.26,38824.3,4.69,300,3 a 6 SM,AM,Novo,MCMV,720,81.26,0,11,51,2024-02-01,2024-12-01
9114,2024-01-06,249749.34,42312.48,8.93,300,Até 3 SM,SP,Usado,FGTS,614,85.51,1,11,130,2024-02-01,2024-12-01
9115,2024-01-06,192874.69,39151.94,8.76,360,3 a 6 SM,DF,Usado,FGTS,578,83.13,0,11,27,2024-02-01,2024-12-01
9116,2024-01-06,86469.06,12653.46,4.16,360,Até 3 SM,MG,Novo,MCMV,645,87.23,0,11,38,2024-02-01,2024-12-01
9117,2024-01-07,190197.65,28023.83,8.8,240,Até 3 SM,GO,Novo,FGTS,598,87.16,0,11,9,2024-02-01,2024-12-01
9118,2024-01-07,689569.56,213786.08,9.61,180,Acima de 10 SM,SP,Novo,Livre,686,76.33,0,11,67,2024-02-01,2024-12-01
9119,2024-01-07,241631.67,49351.17,9.16,240,3 a 6 SM,CE,Novo,Livre,808,83.04,0,11,77,2024-02-01,2024-12-01
9120,2024-01-07,309854.72,98571.2,8.53,240,6 a 10 SM,SC,Novo,FGTS,694,75.87,1,11,142,2024-02-01,2024-12-01
9121,2024-01-07,162055.57,26072.52,6.82,300,Até 3 SM,SC,Novo,MCMV,558,86.14,0,11,48,2024-02-01,2024-12-01
9122,2024-01-07,227058.81,35931.67,8.96,300,Até 3 SM,AL,Novo,FGTS,569,86.34,1,11,136,2024-02-01,2024-12-01
9123,2024-01-07,179034.15,40412.92,8.7,300,3 a 6 SM,BA,Novo,FGTS,629,81.58,1,11,143,2024-02-01,2024-12-01
9124,2024-01-07,197452.06,37525.9,7.44,180,6 a 10 SM,PI,Novo,FGTS,602,84.03,0,11,0,2024-02-01,2024-12-01
9125,2024-01-07,207460.6,44018.82,7.9,240,6 a 10 SM,SP,Novo,FGTS,691,82.5,1,11,149,2024-02-01,2024-12-01
9126,2024-01-07,214762.88,31390.22,8.38,360,3 a 6 SM,SP,Usado,FGTS,751,87.25,1,11,105,2024-02-01,2024-12-01
9127,2024-01-07,110471.06,19139.25,4.86,240,Até 3 SM,RJ,Usado,MCMV,689,85.23,0,11,86,2024-02-01,2024-12-01
9128,2024-01-07,243479.8,28759.39,9.0,360,Até 3 SM,RO,Novo,FGTS,504,89.44,0,11,0,2024-02-01,2024-12-01
9129,2024-01-07,113776.7,24774.11,4.09,240,3 a 6 SM,SE,Novo,MCMV,596,82.12,0,11,0,2024-02-01,2024-12-01
9130,2024-01-08,735121.83,189592.47,11.02,360,Acima de 10 SM,PA,Usado,Livre,786,79.5,0,11,44,2024-02-01,2024-12-01
9131,2024-01-08,291397.57,64863.19,7.97,360,6 a 10 SM,MA,Usado,FGTS,751,81.79,0,11,73,2024-02-01,2024-12-01
9132,2024-01-08,154854.27,19572.94,8.35,120,Até 3 SM,AC,Novo,FGTS,710,88.78,0,11,0,2024-02-01,2024-12-01
9133,2024-01-08,271503.97,75143.83,9.48,180,6 a 10 SM,RJ,Usado,FGTS,692,78.32,0,11,33,2024-02-01,2024-12-01
9134,2024-01-08,165257.41,23205.46,8.09,240,Até 3 SM,SP,Usado,FGTS,475,87.69,1,11,131,2024-02-01,2024-12-01
9135,2024-01-08,139079.03,22718.87,7.52,360,3 a 6 SM,RJ,Usado,FGTS,694,85.96,1,11,174,2024-02-01,2024-12-01
9136,2024-01-08,230484.25,50788.78,9.05,240,6 a 10 SM,RO,Novo,FGTS,633,81.94,1,11,122,2024-02-01,2024-12-01
9137,2024-01-08,80000.0,19370.39,6.76,300,3 a 6 SM,AM,Usado,MCMV,567,80.51,1,11,148,2024-02-01,2024-12-01
9138,2024-01-08,118422.69,18233.99,5.68,300,Até 3 SM,RJ,Usado,MCMV,694,86.66,0,11,36,2024-02-01,2024-12-01
9139,2024-01-08,277661.25,95470.81,8.01,300,Acima de 10 SM,PR,Usado,FGTS,845,74.41,0,11,51,2024-02-01,2024-12-01
9140,2024-01-08,243098.55,65706.53,8.51,300,6 a 10 SM,AM,Usado,FGTS,671,78.72,0,11,74,2024-02-01,2024-12-01
9141,2024-01-08,573042.5,156111.53,8.81,180,Acima de 10 SM,PA,Usado,Livre,813,78.59,0,11,66,2024-02-01,2024-12-01
9142,2024-01-08,377716.53,103568.78,8.79,360,6 a 10 SM,PR,Usado,Livre,556,78.48,0,11,24,2024-02-01,2024-12-01
9143,2024-01-09,124219.01,21527.03,4.51,120,Até 3 SM,SP,Usado,MCMV,614,85.23,1,11,171,2024-02-01,2024-12-01
9144,2024-01-09,200000.0,46192.27,9.98,240,3 a 6 SM,BA,Novo,Livre,601,81.24,0,11,47,2024-02-01,2024-12-01
9145,2024-01-09,425355.34,115933.93,8.83,360,6 a 10 SM,BA,Usado,Livre,743,78.58,0,11,49,2024-02-01,2024-12-01
9146,2024-01-09,200000.0,39768.5,9.09,360,3 a 6 SM,SP,Usado,Livre,682,83.41,0,11,55,2024-02-01,2024-12-01
9147,2024-01-09,179494.82,21355.89,7.54,240,Até 3 SM,PR,Usado,FGTS,603,89.37,0,11,81,2024-02-01,2024-12-01
9148,2024-01-09,267114.75,99494.35,9.47,240,Acima de 10 SM,SP,Usado,FGTS,748,72.86,0,11,70,2024-02-01,2024-12-01
9149,2024-01-09,370672.31,74663.73,11.12,360,6 a 10 SM,SP,Novo,Livre,690,83.23,0,11,47,2024-02-01,2024-12-01
9150,2024-01-09,298594.81,99315.27,7.77,360,Acima de 10 SM,MG,Novo,FGTS,768,75.04,0,11,79,2024-02-01,2024-12-01
9151,2024-01-09,106456.17,14539.5,4.61,240,3 a 6 SM,PE,Usado,MCMV,726,87.98,0,11,22,2024-02-01,2024-12-01
9152,2024-01-09,238923.5,31670.52,7.69,240,Até 3 SM,GO,Usado,FGTS,641,88.3,0,11,67,2024-02-01,2024-12-01
9153,2024-01-09,152293.29,27277.98,9.14,120,6 a 10 SM,PR,Novo,FGTS,654,84.81,0,11,14,2024-02-01,2024-12-01
9154,2024-01-09,122044.24,21076.93,7.06,300,Até 3 SM,AM,Novo,FGTS,664,85.27,0,11,20,2024-02-01,2024-12-01
9155,2024-01-09,360523.23,111262.33,9.05,120,6 a 10 SM,SP,Novo,FGTS,831,76.42,1,11,162,2024-02-01,2024-12-01
9156,2024-01-09,200000.0,42224.69,10.11,360,3 a 6 SM,MG,Novo,Livre,641,82.57,1,11,117,2024-02-01,2024-12-01
9157,2024-01-09,136576.04,20772.25,5.88,240,Até 3 SM,SP,Novo,MCMV,586,86.8,0,11,31,2024-02-01,2024-12-01
9158,2024-01-09,193886.64,46583.75,9.41,360,3 a 6 SM,PE,Novo,FGTS,654,80.63,0,11,0,2024-02-01,2024-12-01
9159,2024-01-10,150892.12,29665.62,4.48,360,3 a 6 SM,ES,Novo,MCMV,617,83.57,0,11,8,2024-02-01,2024-12-01
9160,2024-01-10,207650.71,50594.1,5.24,300,3 a 6 SM,MG,Novo,MCMV,705,80.41,0,11,21,2024-02-01,2024-12-01
9161,2024-01-10,420976.56,115837.42,11.97,360,Acima de 10 SM,SC,Usado,Livre,706,78.42,0,11,74,2024-02-01,2024-12-01
9162,2024-01-10,135416.56,22803.68,8.33,360,3 a 6 SM,SP,Novo,FGTS,638,85.59,0,11,60,2024-02-01,2024-12-01
9163,2024-01-10,266378.22,54131.28,9.14,300,6 a 10 SM,MA,Novo,FGTS,725,83.11,0,11,39,2024-02-01,2024-12-01
9164,2024-01-10,147093.45,23962.42,8.37,360,Até 3 SM,SP,Novo,FGTS,529,85.99,0,11,11,2024-02-01,2024-12-01
9165,2024-01-10,200000.0,35223.01,8.87,120,3 a 6 SM,RS,Usado,Livre,596,85.03,1,11,127,2024-02-01,2024-12-01
9166,2024-01-10,200000.0,46251.43,9.17,180,3 a 6 SM,MS,Usado,Livre,766,81.22,0,11,70,2024-02-01,2024-12-01
9167,2024-01-10,299553.13,94789.64,9.05,360,6 a 10 SM,SP,Novo,FGTS,725,75.96,1,11,102,2024-02-01,2024-12-01
9168,2024-01-10,296511.46,79051.03,8.65,360,6 a 10 SM,MA,Usado,Livre,740,78.95,0,11,83,2024-02-01,2024-12-01
9169,2024-01-10,268621.37,61993.79,9.37,240,6 a 10 SM,PR,Novo,FGTS,621,81.25,0,11,58,2024-02-01,2024-12-01
9170,2024-01-10,217259.01,47257.01,11.05,300,3 a 6 SM,MG,Novo,Livre,700,82.13,1,11,121,2024-02-01,2024-12-01
9171,2024-01-10,233378.04,73136.31,8.78,240,6 a 10 SM,CE,Novo,FGTS,463,76.14,0,11,43,2024-02-01,2024-12-01
9172,2024-01-10,124848.61,16076.05,5.77,240,Até 3 SM,MT,Usado,MCMV,537,88.59,0,11,0,2024-02-01,2024-12-01
9173,2024-01-10,147026.58,17035.11,7.44,300,Até 3 SM,SP,Novo,FGTS,593,89.62,0,11,88,2024-02-01,2024-12-01
9174,2024-01-11,243160.51,81713.99,7.8,300,Acima de 10 SM,MG,Usado,FGTS,900,74.85,1,11,107,2024-02-01,2024-12-01
9175,2024-01-11,128686.85,25863.64,6.57,300,3 a 6 SM,SP,Usado,MCMV,679,83.27,0,11,0,2024-02-01,2024-12-01
9176,2024-01-11,107400.41,17877.14,6.06,360,3 a 6 SM,RJ,Novo,MCMV,611,85.73,0,11,71,2024-02-01,2024-12-01
9177,2024-01-11,100356.37,14860.3,5.42,180,3 a 6 SM,MG,Novo,MCMV,647,87.1,0,11,30,2024-02-01,2024-12-01
9178,2024-01-11,155882.0,21744.56,8.74,360,Até 3 SM,PB,Usado,FGTS,499,87.76,0,11,57,2024-02-01,2024-12-01
9179,2024-01-11,295977.41,124225.14,9.19,300,Acima de 10 SM,GO,Novo,FGTS,864,70.44,1,11,94,2024-02-01,2024-12-01
9180,2024-01-11,84642.59,17784.36,6.09,240,3 a 6 SM,RJ,Novo,MCMV,535,82.64,1,11,174,2024-02-01,2024-12-01
9181,2024-01-11,80000.0,9969.72,5.55,360,Até 3 SM,RJ,Usado,MCMV,643,88.92,1,11,127,2024-02-01,2024-12-01
9182,2024-01-11,200000.0,31572.82,9.9,360,3 a 6 SM,PE,Novo,Livre,693,86.37,0,11,0,2024-02-01,2024-12-01
9183,2024-01-11,110722.83,14163.15,6.32,240,Até 3 SM,PR,Usado,MCMV,614,88.66,0,11,26,2024-02-01,2024-12-01
9184,2024-01-11,100000.0,20083.21,7.46,360,3 a 6 SM,RJ,Novo,FGTS,589,83.28,0,11,0,2024-02-01,2024-12-01
9185,2024-01-11,92450.55,11642.75,4.17,300,Até 3 SM,SP,Usado,MCMV,591,88.82,0,11,51,2024-02-01,2024-12-01
9186,2024-01-11,117633.8,17540.98,5.47,360,Até 3 SM,PB,Usado,MCMV,638,87.02,0,11,24,2024-02-01,2024-12-01
9187,2024-01-11,109475.64,19036.85,8.17,300,3 a 6 SM,MG,Novo,FGTS,591,85.19,1,11,104,2024-02-01,2024-12-01
9188,2024-01-11,153257.86,17338.47,7.24,180,Até 3 SM,SP,Usado,FGTS,624,89.84,0,11,34,2024-02-01,2024-12-01
9189,2024-01-11,377900.81,95195.59,11.29,120,Acima de 10 SM,ES,Usado,Livre,691,79.88,0,11,59,2024-02-01,2024-12-01
9190,2024-01-11,107014.34,23031.89,6.2,360,3 a 6 SM,RS,Novo,MCMV,679,82.29,0,11,23,2024-02-01,2024-12-01
9191,2024-01-11,260234.65,66013.53,8.52,240,6 a 10 SM,PE,Usado,FGTS,644,79.77,1,11,109,2024-02-01,2024-12-01
9192,2024-01-11,110824.15,24375.58,6.78,360,3 a 6 SM,MG,Usado,MCMV,710,81.97,0,11,0,2024-02-01,2024-12-01
9193,2024-01-11,263184.38,69512.5,9.26,360,Acima de 10 SM,CE,Usado,FGTS,807,79.11,0,11,28,2024-02-01,2024-12-01
9194,2024-01-11,155582.21,38074.09,4.65,360,3 a 6 SM,MG,Novo,MCMV,605,80.34,0,11,0,2024-02-01,2024-12-01
9195,2024-01-11,174680.63,25647.83,6.76,360,3 a 6 SM,MG,Usado,MCMV,562,87.2,0,11,67,2024-02-01,2024-12-01
9196,2024-01-11,113052.28,14928.19,4.21,300,Até 3 SM,TO,Novo,MCMV,727,88.34,0,11,58,2024-02-01,2024-12-01
9197,2024-01-11,142559.14,30179.94,4.23,360,3 a 6 SM,PE,Usado,MCMV,574,82.53,0,11,73,2024-02-01,2024-12-01
9198,2024-01-12,102900.77,19498.53,4.02,360,3 a 6 SM,MS,Novo,MCMV,680,84.07,0,11,68,2024-02-01,2024-12-01
9199,2024-01-12,200000.0,41821.63,9.39,180,3 a 6 SM,MT,Novo,Livre,669,82.71,1,11,139,2024-02-01,2024-12-01
9200,2024-01-12,528329.37,225664.17,9.48,300,Acima de 10 SM,RS,Usado,Livre,796,70.07,0,11,41,2024-02-01,2024-12-01
9201,2024-01-12,121539.17,18108.87,6.82,120,Até 3 SM,PR,Usado,MCMV,537,87.03,1,11,177,2024-02-01,2024-12-01
9202,2024-01-12,80000.0,18099.61,6.1,360,3 a 6 SM,MG,Usado,MCMV,715,81.55,1,11,134,2024-02-01,2024-12-01
9203,2024-01-12,324345.84,102466.87,8.05,360,Acima de 10 SM,GO,Usado,FGTS,756,75.99,1,11,105,2024-02-01,2024-12-01
9204,2024-01-12,204602.41,35281.58,11.34,300,3 a 6 SM,RJ,Novo,Livre,558,85.29,0,11,19,2024-02-01,2024-12-01
9205,2024-01-12,120035.05,20521.19,4.31,240,Até 3 SM,MG,Usado,MCMV,579,85.4,0,11,13,2024-02-01,2024-12-01
9206,2024-01-12,285439.8,75617.72,7.94,120,6 a 10 SM,RJ,Novo,FGTS,711,79.06,0,11,29,2024-02-01,2024-12-01
9207,2024-01-12,200000.0,29819.63,9.71,180,3 a 6 SM,GO,Usado,Livre,675,87.02,0,11,39,2024-02-01,2024-12-01
9208,2024-01-12,363971.53,70001.07,8.55,300,6 a 10 SM,SP,Usado,FGTS,637,83.87,0,11,84,2024-02-01,2024-12-01
9209,2024-01-12,91617.93,11261.74,6.54,300,Até 3 SM,SP,Novo,MCMV,453,89.05,0,11,48,2024-02-01,2024-12-01
9210,2024-01-12,394796.18,144996.64,9.46,240,Acima de 10 SM,SP,Usado,FGTS,766,73.14,0,11,4,2024-02-01,2024-12-01
9211,2024-01-12,145906.53,18901.06,8.18,120,Até 3 SM,AL,Usado,FGTS,682,88.53,1,11,175,2024-02-01,2024-12-01
9212,2024-01-12,342809.57,64225.99,7.65,300,6 a 10 SM,SP,Novo,FGTS,743,84.22,0,11,89,2024-02-01,2024-12-01
9213,2024-01-12,144411.6,25215.43,6.07,240,3 a 6 SM,MG,Novo,MCMV,648,85.13,0,11,73,2024-02-01,2024-12-01
9214,2024-01-13,103570.29,19299.29,6.13,300,3 a 6 SM,TO,Novo,MCMV,677,84.29,0,11,21,2024-02-01,2024-12-01
9215,2024-01-13,144105.11,20307.56,5.68,180,Até 3 SM,MG,Usado,MCMV,700,87.65,0,11,30,2024-02-01,2024-12-01
9216,2024-01-13,118346.04,15929.01,7.1,180,Até 3 SM,RJ,Usado,FGTS,461,88.14,0,11,0,2024-02-01,2024-12-01
9217,2024-01-13,236212.1,27901.43,9.01,120,Até 3 SM,RJ,Usado,FGTS,492,89.44,0,11,24,2024-02-01,2024-12-01
9218,2024-01-13,217528.93,34530.04,6.38,180,Até 3 SM,SP,Usado,MCMV,638,86.3,0,11,80,2024-02-01,2024-12-01
