id_contrato,dt_contratacao,vr_financiado,vr_entrada,tx_juros_anual,prazo_meses,faixa_renda,uf,tipo_imovel,programa_social,score_credito_contratacao,ltv,fl_ever_inadimplente,primeiro_mes_observado,ultimo_mes_observado,qtd_meses_observados,max_dias_atraso,regiao,score_100,ltv_10pp,prazo_5anos,log_vr_financiado
9375,2024-01-21,456945.3,130349.48,10.6,180,6 a 10 SM,RJ,Usado,Livre,763,77.81,0,2024-02-01,2024-12-01,11,23,Sudeste,7.63,7.781000000000001,3.0,13.032318969058217
9376,2024-01-21,184448.56,25212.67,9.49,360,3 a 6 SM,RJ,Novo,FGTS,639,87.97,0,2024-02-01,2024-12-01,11,0,Sudeste,6.39,8.797,6.0,12.125125896000581
9377,2024-01-21,200000.0,43576.3,9.57,360,3 a 6 SM,SP,Usado,Livre,660,82.11,0,2024-02-01,2024-12-01,11,70,Sudeste,6.6,8.211,6.0,12.206072645530174
9378,2024-01-21,104845.66,15953.97,5.51,300,Até 3 SM,PR,Novo,MCMV,520,86.79,0,2024-02-01,2024-12-01,11,60,Sul,5.2,8.679,5.0,11.560244643007948
9379,2024-01-21,234050.98,77145.79,8.25,360,6 a 10 SM,MS,Novo,FGTS,846,75.21,0,2024-02-01,2024-12-01,11,44,Centro-Oeste,8.46,7.520999999999999,6.0,12.363294233858952
9380,2024-01-21,192186.36,39221.94,8.35,240,3 a 6 SM,MG,Novo,FGTS,694,83.05,0,2024-02-01,2024-12-01,11,59,Sudeste,6.94,8.305,4.0,12.166220805258064
9381,2024-01-21,187417.68,44680.82,7.71,120,6 a 10 SM,RJ,Usado,FGTS,684,80.75,0,2024-02-01,2024-12-01,11,23,Sudeste,6.84,8.075,2.0,12.141094987986323
9382,2024-01-21,84245.67,9669.08,4.76,120,Até 3 SM,BA,Novo,MCMV,545,89.7,1,2024-02-01,2024-12-01,11,96,Nordeste,5.45,8.97,2.0,11.341492452235103
9383,2024-01-21,109225.09,24949.8,4.82,180,3 a 6 SM,SP,Usado,MCMV,490,81.41,0,2024-02-01,2024-12-01,11,5,Sudeste,4.9,8.141,3.0,11.601166077806479
9384,2024-01-21,238410.77,41911.48,8.25,360,Até 3 SM,BA,Usado,FGTS,545,85.05,0,2024-02-01,2024-12-01,11,61,Nordeste,5.45,8.504999999999999,6.0,12.381750389327415
9385,2024-01-21,143262.46,27673.62,8.6,360,3 a 6 SM,SC,Usado,FGTS,664,83.81,0,2024-02-01,2024-12-01,11,29,Sul,6.64,8.381,6.0,11.872433611597167
9386,2024-01-21,200000.0,39726.75,9.66,360,3 a 6 SM,PE,Novo,Livre,684,83.43,0,2024-02-01,2024-12-01,11,89,Nordeste,6.84,8.343,6.0,12.206072645530174
9387,2024-01-21,473992.48,110023.15,10.66,360,6 a 10 SM,MG,Usado,Livre,773,81.16,0,2024-02-01,2024-12-01,11,0,Sudeste,7.73,8.116,6.0,13.06894673557246
9388,2024-01-21,113609.95,26118.19,5.53,240,3 a 6 SM,SP,Usado,MCMV,734,81.31,0,2024-02-01,2024-12-01,11,21,Sudeste,7.34,8.131,4.0,11.64052636946175
9389,2024-01-21,136276.72,16548.46,4.63,360,Até 3 SM,SP,Novo,MCMV,546,89.17,0,2024-02-01,2024-12-01,11,0,Sudeste,5.46,8.917,6.0,11.822442803390164
9390,2024-01-21,168866.22,29416.29,8.17,300,Até 3 SM,PE,Usado,FGTS,508,85.16,1,2024-02-01,2024-12-01,11,167,Nordeste,5.08,8.516,5.0,12.036862082793224
9391,2024-01-21,113985.72,18237.5,5.39,180,Até 3 SM,SP,Novo,MCMV,604,86.21,0,2024-02-01,2024-12-01,11,34,Sudeste,6.04,8.620999999999999,3.0,11.643828456372653
9392,2024-01-21,102852.65,22278.13,6.71,300,3 a 6 SM,RJ,Novo,MCMV,461,82.2,0,2024-02-01,2024-12-01,11,89,Sudeste,4.61,8.22,5.0,11.541052660427345
9393,2024-01-21,110603.13,17595.73,4.35,360,3 a 6 SM,CE,Usado,MCMV,521,86.27,1,2024-02-01,2024-12-01,11,103,Nordeste,5.21,8.626999999999999,6.0,11.61370366785076
9394,2024-01-21,244414.78,46731.48,9.02,360,3 a 6 SM,PI,Novo,Livre,670,83.95,0,2024-02-01,2024-12-01,11,22,Nordeste,6.7,8.395,6.0,12.406621979082813
9395,2024-01-21,386265.85,112964.59,8.73,360,6 a 10 SM,RJ,Novo,FGTS,644,77.37,0,2024-02-01,2024-12-01,11,0,Sudeste,6.44,7.737,6.0,12.86428114195086
9396,2024-01-21,154376.67,29808.53,7.1,180,3 a 6 SM,PR,Usado,FGTS,639,83.82,0,2024-02-01,2024-12-01,11,11,Sul,6.39,8.382,3.0,11.947150804119632
9397,2024-01-22,191018.64,27248.35,4.27,360,3 a 6 SM,MT,Novo,MCMV,645,87.52,0,2024-02-01,2024-12-01,11,25,Centro-Oeste,6.45,8.751999999999999,6.0,12.160126293890052
9398,2024-01-22,150908.67,30632.79,4.57,300,3 a 6 SM,MG,Novo,MCMV,633,83.13,0,2024-02-01,2024-12-01,11,13,Sudeste,6.33,8.312999999999999,5.0,11.92443009837384
9399,2024-01-22,364877.01,119256.5,9.1,360,Acima de 10 SM,SP,Novo,FGTS,703,75.37,0,2024-02-01,2024-12-01,11,42,Sudeste,7.03,7.537000000000001,6.0,12.807315616877112
9400,2024-01-22,176519.06,27130.08,8.13,180,Até 3 SM,PE,Novo,FGTS,519,86.68,0,2024-02-01,2024-12-01,11,43,Nordeste,5.19,8.668000000000001,3.0,12.081184138193688
9401,2024-01-22,133668.06,17499.05,6.16,300,Até 3 SM,MG,Usado,MCMV,492,88.42,1,2024-02-01,2024-12-01,11,148,Sudeste,4.92,8.842,5.0,11.803114841506417
9402,2024-01-22,155976.76,21660.53,4.18,300,Até 3 SM,PR,Usado,MCMV,594,87.81,0,2024-02-01,2024-12-01,11,62,Sul,5.94,8.781,5.0,11.957462300774917
9403,2024-01-22,99136.98,13916.81,4.83,180,3 a 6 SM,CE,Novo,MCMV,506,87.69,0,2024-02-01,2024-12-01,11,53,Nordeste,5.06,8.769,3.0,11.504257809137622
9404,2024-01-22,271738.58,67487.08,8.05,360,6 a 10 SM,PE,Usado,FGTS,645,80.11,0,2024-02-01,2024-12-01,11,0,Nordeste,6.45,8.011,6.0,12.512595780181384
9405,2024-01-22,315384.66,79353.37,7.23,120,6 a 10 SM,RS,Usado,FGTS,668,79.9,0,2024-02-01,2024-12-01,11,35,Sul,6.68,7.99,2.0,12.661548315676404
9406,2024-01-22,182016.78,33380.23,5.66,300,3 a 6 SM,AL,Usado,MCMV,682,84.5,0,2024-02-01,2024-12-01,11,27,Nordeste,6.82,8.45,5.0,12.111854159611173
9407,2024-01-22,226427.12,69830.66,8.81,360,6 a 10 SM,MG,Novo,FGTS,776,76.43,0,2024-02-01,2024-12-01,11,53,Sudeste,7.76,7.643000000000001,6.0,12.330178406123023
9408,2024-01-22,151468.03,28279.98,5.47,300,3 a 6 SM,SP,Novo,MCMV,695,84.27,0,2024-02-01,2024-12-01,11,32,Sudeste,6.95,8.427,5.0,11.928129858560743
9409,2024-01-22,220890.32,33116.2,8.63,240,3 a 6 SM,PE,Usado,Livre,688,86.96,0,2024-02-01,2024-12-01,11,33,Nordeste,6.88,8.696,4.0,12.305421567714689
9410,2024-01-22,207384.96,36498.85,7.67,120,Até 3 SM,SP,Usado,FGTS,549,85.03,0,2024-02-01,2024-12-01,11,31,Sudeste,5.49,8.503,2.0,12.242332055272486
9411,2024-01-22,200000.0,39551.85,8.96,240,3 a 6 SM,BA,Usado,Livre,590,83.49,0,2024-02-01,2024-12-01,11,87,Nordeste,5.9,8.349,4.0,12.206072645530174
9412,2024-01-22,269383.06,107498.02,9.39,240,Acima de 10 SM,CE,Usado,FGTS,763,71.48,0,2024-02-01,2024-12-01,11,52,Nordeste,7.63,7.148000000000001,4.0,12.50388966050621
9413,2024-01-22,334912.76,46984.45,7.18,240,Até 3 SM,BA,Novo,FGTS,634,87.7,1,2024-02-01,2024-12-01,11,147,Nordeste,6.34,8.77,4.0,12.721625358982124
9414,2024-01-22,160384.15,21811.75,4.42,300,Até 3 SM,AM,Usado,MCMV,603,88.03,1,2024-02-01,2024-12-01,11,148,Norte,6.03,8.803,5.0,11.985327154070635
9415,2024-01-22,203370.55,49914.96,8.58,120,3 a 6 SM,RJ,Usado,FGTS,607,80.29,0,2024-02-01,2024-12-01,11,0,Sudeste,6.07,8.029,2.0,12.222784963519812
9416,2024-01-22,182049.66,25475.17,8.71,240,Até 3 SM,RJ,Novo,FGTS,705,87.72,0,2024-02-01,2024-12-01,11,50,Sudeste,7.05,8.772,4.0,12.112034785983049
9417,2024-01-22,132416.61,23728.31,6.8,360,3 a 6 SM,PA,Usado,MCMV,764,84.8,0,2024-02-01,2024-12-01,11,39,Norte,7.64,8.48,6.0,11.793708367788659
9418,2024-01-22,80000.0,11083.6,5.74,240,3 a 6 SM,AL,Novo,MCMV,650,87.83,1,2024-02-01,2024-12-01,11,126,Nordeste,6.5,8.783,4.0,11.289781913656018
9419,2024-01-22,242478.05,78761.45,8.64,240,6 a 10 SM,CE,Usado,FGTS,672,75.48,0,2024-02-01,2024-12-01,11,76,Nordeste,6.72,7.548,4.0,12.398666469798986
9420,2024-01-22,273107.92,73279.6,7.25,300,6 a 10 SM,RS,Usado,FGTS,684,78.84,0,2024-02-01,2024-12-01,11,8,Sul,6.84,7.884,5.0,12.51762230740746
9421,2024-01-22,300251.68,77025.64,8.71,360,6 a 10 SM,DF,Novo,Livre,678,79.58,0,2024-02-01,2024-12-01,11,19,Centro-Oeste,6.78,7.958,6.0,12.612376335263795
9422,2024-01-22,412327.45,85653.09,7.84,300,6 a 10 SM,AM,Novo,FGTS,736,82.8,0,2024-02-01,2024-12-01,11,57,Norte,7.36,8.28,5.0,12.92957309421345
9423,2024-01-22,104183.91,18330.09,4.93,300,Até 3 SM,SE,Novo,MCMV,492,85.04,0,2024-02-01,2024-12-01,11,30,Nordeste,4.92,8.504000000000001,5.0,11.553912981790912
9424,2024-01-22,129804.89,24155.36,6.54,300,3 a 6 SM,PR,Novo,MCMV,732,84.31,1,2024-02-01,2024-12-01,11,143,Sul,7.32,8.431000000000001,5.0,11.77378775588611
9425,2024-01-22,208403.45,50927.45,7.94,300,3 a 6 SM,MG,Usado,FGTS,639,80.36,0,2024-02-01,2024-12-01,11,48,Sudeste,6.39,8.036,5.0,12.247231143426816
9426,2024-01-23,165111.65,21564.85,7.58,120,Até 3 SM,MG,Novo,FGTS,574,88.45,0,2024-02-01,2024-12-01,11,57,Sudeste,5.74,8.845,2.0,12.01437719071372
9427,2024-01-23,130901.4,20968.4,5.64,360,3 a 6 SM,MG,Usado,MCMV,822,86.19,1,2024-02-01,2024-12-01,11,118,Sudeste,8.22,8.619,6.0,11.782199647027964
9428,2024-01-23,200000.0,41768.23,10.24,360,3 a 6 SM,PR,Usado,Livre,682,82.72,1,2024-02-01,2024-12-01,11,176,Sul,6.82,8.272,6.0,12.206072645530174
9429,2024-01-23,132313.82,16003.82,8.05,240,Até 3 SM,CE,Usado,FGTS,491,89.21,0,2024-02-01,2024-12-01,11,46,Nordeste,4.91,8.921,4.0,11.792931804209129
9430,2024-01-23,210656.64,50830.81,8.45,360,3 a 6 SM,RS,Usado,FGTS,629,80.56,0,2024-02-01,2024-12-01,11,0,Sul,6.29,8.056000000000001,6.0,12.257984788391502
9431,2024-01-23,134739.77,21643.62,4.61,300,Até 3 SM,MG,Novo,MCMV,647,86.16,1,2024-02-01,2024-12-01,11,95,Sudeste,6.47,8.616,5.0,11.811100567521951
9432,2024-01-23,142113.55,25840.09,6.02,180,3 a 6 SM,CE,Usado,MCMV,707,84.61,0,2024-02-01,2024-12-01,11,31,Nordeste,7.07,8.461,3.0,11.86438166492269
9433,2024-01-23,97569.41,16845.76,4.23,360,Até 3 SM,SP,Novo,MCMV,528,85.28,1,2024-02-01,2024-12-01,11,115,Sudeste,5.28,8.528,6.0,11.488319301143054
9434,2024-01-23,227873.82,83709.14,8.61,300,Acima de 10 SM,RJ,Usado,FGTS,743,73.13,0,2024-02-01,2024-12-01,11,38,Sudeste,7.43,7.313,5.0,12.336547333689992
9435,2024-01-23,149294.96,22441.71,7.03,360,Até 3 SM,SC,Usado,FGTS,689,86.93,0,2024-02-01,2024-12-01,11,0,Sul,6.89,8.693000000000001,6.0,11.91367922542232
9436,2024-01-23,254858.86,35148.66,9.41,360,3 a 6 SM,MA,Usado,Livre,504,87.88,0,2024-02-01,2024-12-01,11,88,Nordeste,5.04,8.788,6.0,12.448465180712242
9437,2024-01-23,244585.32,84137.17,7.91,300,Acima de 10 SM,MT,Usado,FGTS,873,74.4,0,2024-02-01,2024-12-01,11,51,Centro-Oeste,8.73,7.44,5.0,12.407319484080926
9438,2024-01-23,167237.53,37407.73,7.6,180,3 a 6 SM,RJ,Novo,FGTS,656,81.72,0,2024-02-01,2024-12-01,11,49,Sudeste,6.56,8.172,3.0,12.027170416167463
9439,2024-01-23,214719.32,44789.68,7.03,240,6 a 10 SM,MG,Novo,FGTS,573,82.74,0,2024-02-01,2024-12-01,11,27,Sudeste,5.73,8.274,4.0,12.277086965845387
9440,2024-01-23,97435.71,18473.26,5.55,300,3 a 6 SM,PB,Novo,MCMV,603,84.06,1,2024-02-01,2024-12-01,11,112,Nordeste,6.03,8.406,5.0,11.486948054880907
9441,2024-01-23,119928.97,28504.31,6.92,180,3 a 6 SM,PE,Novo,MCMV,528,80.8,0,2024-02-01,2024-12-01,11,48,Nordeste,5.28,8.08,3.0,11.694654929845687
9442,2024-01-23,163651.37,27574.55,9.2,300,Até 3 SM,SC,Usado,FGTS,649,85.58,0,2024-02-01,2024-12-01,11,9,Sul,6.49,8.558,5.0,12.005493651418881
9443,2024-01-23,233852.37,61112.9,8.73,360,6 a 10 SM,BA,Usado,FGTS,623,79.28,1,2024-02-01,2024-12-01,11,149,Nordeste,6.23,7.928,6.0,12.362445297804408
9444,2024-01-23,150741.54,23217.75,8.01,180,Até 3 SM,BA,Usado,FGTS,537,86.65,0,2024-02-01,2024-12-01,11,19,Nordeste,5.37,8.665000000000001,3.0,11.923321993611694
9445,2024-01-23,136510.84,17354.21,5.76,180,Até 3 SM,RJ,Novo,MCMV,514,88.72,1,2024-02-01,2024-12-01,11,136,Sudeste,5.14,8.872,3.0,11.824159304373447
9446,2024-01-23,212440.37,50814.56,9.11,120,3 a 6 SM,MA,Usado,Livre,490,80.7,0,2024-02-01,2024-12-01,11,43,Nordeste,4.9,8.07,2.0,12.266416616203054
9447,2024-01-23,203272.34,80220.35,7.71,360,Acima de 10 SM,AM,Usado,FGTS,848,71.7,0,2024-02-01,2024-12-01,11,20,Norte,8.48,7.17,6.0,12.222301935269106
9448,2024-01-23,255419.21,32581.37,8.1,180,Até 3 SM,PR,Usado,FGTS,514,88.69,1,2024-02-01,2024-12-01,11,137,Sul,5.14,8.869,3.0,12.450661435100516
9449,2024-01-23,770894.33,206591.73,9.72,120,Acima de 10 SM,RJ,Usado,Livre,665,78.86,0,2024-02-01,2024-12-01,11,70,Sudeste,6.65,7.886,2.0,13.555306587380741
9450,2024-01-23,200000.0,28740.15,9.57,360,3 a 6 SM,SE,Usado,Livre,504,87.44,0,2024-02-01,2024-12-01,11,46,Nordeste,5.04,8.744,6.0,12.206072645530174
9451,2024-01-24,258499.45,81168.89,8.61,300,6 a 10 SM,PR,Novo,FGTS,757,76.1,1,2024-02-01,2024-12-01,11,136,Sul,7.57,7.609999999999999,5.0,12.462648845268783
9452,2024-01-24,223031.07,46302.29,9.3,180,6 a 10 SM,MG,Usado,FGTS,808,82.81,0,2024-02-01,2024-12-01,11,47,Sudeste,8.08,8.281,3.0,12.315066368091362
9453,2024-01-24,153878.22,26113.88,7.72,360,Até 3 SM,SP,Usado,FGTS,737,85.49,0,2024-02-01,2024-12-01,11,7,Sudeste,7.37,8.549,6.0,11.943916789344168
9454,2024-01-24,149886.16,22163.7,6.42,360,Até 3 SM,SP,Usado,MCMV,575,87.12,1,2024-02-01,2024-12-01,11,135,Sudeste,5.75,8.712,6.0,11.917631351609364
9455,2024-01-24,127650.3,28388.09,9.36,360,3 a 6 SM,RS,Usado,FGTS,596,81.81,0,2024-02-01,2024-12-01,11,43,Sul,5.96,8.181000000000001,6.0,11.757049772843132
9456,2024-01-24,150652.41,28792.57,9.06,300,3 a 6 SM,SP,Novo,FGTS,714,83.95,1,2024-02-01,2024-12-01,11,178,Sudeste,7.14,8.395,5.0,11.92273054177533
9457,2024-01-24,202000.76,84021.58,7.2,180,Acima de 10 SM,BA,Usado,FGTS,838,70.62,0,2024-02-01,2024-12-01,11,25,Nordeste,8.38,7.062,3.0,12.216026738752502
9458,2024-01-24,142168.59,29383.64,8.63,360,3 a 6 SM,RS,Novo,FGTS,626,82.87,0,2024-02-01,2024-12-01,11,37,Sul,6.26,8.287,6.0,11.864768885876407
9459,2024-01-24,265681.97,56263.42,10.49,360,6 a 10 SM,RJ,Novo,Livre,720,82.52,1,2024-02-01,2024-12-01,11,139,Sudeste,7.2,8.251999999999999,6.0,12.490055270958399
9460,2024-01-24,116018.63,18588.69,4.15,300,3 a 6 SM,SP,Novo,MCMV,700,86.19,1,2024-02-01,2024-12-01,11,167,Sudeste,7.0,8.619,5.0,11.661506060641424
9461,2024-01-24,500000.0,163626.35,9.34,360,6 a 10 SM,SP,Novo,FGTS,688,75.34,1,2024-02-01,2024-12-01,11,146,Sudeste,6.88,7.534000000000001,6.0,13.122363377404328
9462,2024-01-24,188187.03,62301.51,8.75,120,6 a 10 SM,RJ,Novo,FGTS,675,75.13,0,2024-02-01,2024-12-01,11,0,Sudeste,6.75,7.513,2.0,12.145191587711837
9463,2024-01-24,157967.18,21787.02,8.43,360,Até 3 SM,PE,Usado,FGTS,789,87.88,1,2024-02-01,2024-12-01,11,150,Nordeste,7.89,8.788,6.0,11.970142568913014
9464,2024-01-24,289968.2,74824.63,8.74,120,6 a 10 SM,SP,Novo,FGTS,608,79.49,1,2024-02-01,2024-12-01,11,112,Sudeste,6.08,7.949,2.0,12.577526540777676
9465,2024-01-24,244347.71,37701.55,8.17,300,3 a 6 SM,MG,Novo,FGTS,514,86.63,1,2024-02-01,2024-12-01,11,146,Sudeste,5.14,8.663,5.0,12.406347530851644
9466,2024-01-24,127270.13,16751.88,6.77,240,Até 3 SM,PI,Usado,MCMV,638,88.37,0,2024-02-01,2024-12-01,11,84,Nordeste,6.38,8.837,4.0,11.754067114436031
9467,2024-01-24,109227.96,19264.54,6.71,180,Até 3 SM,AC,Usado,MCMV,684,85.01,0,2024-02-01,2024-12-01,11,76,Norte,6.84,8.501000000000001,3.0,11.601192353475327
9468,2024-01-24,139249.01,21619.08,7.93,300,Até 3 SM,RO,Usado,FGTS,614,86.56,0,2024-02-01,2024-12-01,11,52,Norte,6.14,8.656,5.0,11.844019048248997
9469,2024-01-24,306639.37,98447.8,8.81,180,6 a 10 SM,PR,Usado,FGTS,633,75.7,0,2024-02-01,2024-12-01,11,3,Sul,6.33,7.57,3.0,12.633427645525845
9470,2024-01-24,289216.69,67477.36,8.56,240,6 a 10 SM,DF,Usado,FGTS,635,81.08,0,2024-02-01,2024-12-01,11,25,Centro-Oeste,6.35,8.108,4.0,12.57493147852823
9471,2024-01-24,160387.92,18670.59,4.08,240,Até 3 SM,RJ,Usado,MCMV,732,89.57,0,2024-02-01,2024-12-01,11,72,Sudeste,7.32,8.956999999999999,4.0,11.985350659857783
9472,2024-01-24,272009.83,31711.84,7.93,300,Até 3 SM,PE,Usado,FGTS,559,89.56,1,2024-02-01,2024-12-01,11,148,Nordeste,5.59,8.956,5.0,12.513593484330993
9473,2024-01-24,159384.29,46441.77,9.16,300,Acima de 10 SM,PA,Novo,FGTS,704,77.44,1,2024-02-01,2024-12-01,11,107,Norte,7.04,7.744,5.0,11.9790734833921
9474,2024-01-24,165162.05,26190.92,8.26,300,3 a 6 SM,ES,Usado,FGTS,585,86.31,0,2024-02-01,2024-12-01,11,0,Sudeste,5.85,8.631,5.0,12.014682392129341
9475,2024-01-25,390675.04,140951.06,9.33,300,Acima de 10 SM,RJ,Novo,FGTS,803,73.49,0,2024-02-01,2024-12-01,11,35,Sudeste,8.03,7.348999999999999,5.0,12.87563139366839
9476,2024-01-25,250000.0,74528.5,10.79,240,6 a 10 SM,PE,Novo,Livre,709,77.03,0,2024-02-01,2024-12-01,11,83,Nordeste,7.09,7.703,4.0,12.429216196844383
9477,2024-01-25,210057.6,40933.48,8.86,300,6 a 10 SM,GO,Usado,FGTS,567,83.69,1,2024-02-01,2024-12-01,11,166,Centro-Oeste,5.67,8.369,5.0,12.255137057804442
9478,2024-01-25,292044.21,74810.87,9.69,180,6 a 10 SM,SP,Usado,Livre,720,79.61,0,2024-02-01,2024-12-01,11,28,Sudeste,7.2,7.961,3.0,12.584660473899563
9479,2024-01-25,241189.83,56863.58,7.27,360,3 a 6 SM,PR,Novo,FGTS,718,80.92,0,2024-02-01,2024-12-01,11,64,Sul,7.18,8.092,6.0,12.39333957876713
9480,2024-01-25,315893.52,62404.19,7.11,180,6 a 10 SM,MG,Novo,FGTS,728,83.5,1,2024-02-01,2024-12-01,11,172,Sudeste,7.28,8.35,3.0,12.663160473759273
9481,2024-01-25,80000.0,17640.41,4.31,120,3 a 6 SM,BA,Usado,MCMV,594,81.93,0,2024-02-01,2024-12-01,11,79,Nordeste,5.94,8.193000000000001,2.0,11.289781913656018
9482,2024-01-25,88510.0,13069.72,4.33,300,Até 3 SM,PE,Novo,MCMV,586,87.13,0,2024-02-01,2024-12-01,11,52,Nordeste,5.86,8.713,5.0,11.390870818962922
9483,2024-01-25,359869.41,102358.24,8.95,360,Acima de 10 SM,GO,Novo,FGTS,789,77.86,1,2024-02-01,2024-12-01,11,149,Centro-Oeste,7.89,7.786,6.0,12.793496494622596
9484,2024-01-25,227430.4,50996.65,7.67,180,6 a 10 SM,BA,Novo,FGTS,688,81.68,0,2024-02-01,2024-12-01,11,0,Nordeste,6.88,8.168000000000001,3.0,12.334599536499836
9485,2024-01-25,80000.0,13419.38,6.89,120,Até 3 SM,SP,Usado,MCMV,689,85.64,1,2024-02-01,2024-12-01,11,97,Sudeste,6.89,8.564,2.0,11.289781913656018
9486,2024-01-25,211294.47,42011.08,8.21,240,3 a 6 SM,PR,Usado,FGTS,573,83.41,0,2024-02-01,2024-12-01,11,8,Sul,5.73,8.341,4.0,12.261008031941275
9487,2024-01-25,256904.06,32965.33,8.67,360,Até 3 SM,PE,Usado,FGTS,586,88.63,0,2024-02-01,2024-12-01,11,23,Nordeste,5.86,8.863,6.0,12.45645798678781
9488,2024-01-25,252424.86,69752.42,9.47,300,6 a 10 SM,MT,Usado,FGTS,712,78.35,1,2024-02-01,2024-12-01,11,103,Centro-Oeste,7.12,7.834999999999999,5.0,12.438868899252183
9489,2024-01-25,194720.79,27371.3,5.41,180,Até 3 SM,MG,Usado,MCMV,536,87.68,1,2024-02-01,2024-12-01,11,141,Sudeste,5.36,8.768,3.0,12.179321965320765
9490,2024-01-25,148881.73,23312.66,5.39,120,Até 3 SM,RJ,Novo,MCMV,580,86.46,1,2024-02-01,2024-12-01,11,101,Sudeste,5.8,8.645999999999999,2.0,11.910907511345341
9491,2024-01-25,298455.7,54402.96,10.77,300,3 a 6 SM,AL,Usado,Livre,454,84.58,1,2024-02-01,2024-12-01,11,126,Nordeste,4.54,8.458,5.0,12.606376792090915
9492,2024-01-25,117467.92,20622.56,6.18,360,Até 3 SM,ES,Novo,MCMV,549,85.07,0,2024-02-01,2024-12-01,11,32,Sudeste,5.49,8.507,6.0,11.67392055401266
9493,2024-01-25,80000.0,9944.32,6.12,300,Até 3 SM,SP,Novo,MCMV,573,88.94,0,2024-02-01,2024-12-01,11,33,Sudeste,5.73,8.894,5.0,11.289781913656018
9494,2024-01-25,95262.79,16344.77,5.24,360,Até 3 SM,CE,Novo,MCMV,548,85.36,0,2024-02-01,2024-12-01,11,33,Nordeste,5.48,8.536,6.0,11.464394562189657
9495,2024-01-25,117186.43,14524.2,4.42,120,Até 3 SM,RJ,Novo,MCMV,605,88.97,1,2024-02-01,2024-12-01,11,178,Sudeste,6.05,8.897,2.0,11.671521364438515
9496,2024-01-25,169253.78,19276.8,7.52,360,Até 3 SM,SP,Usado,FGTS,507,89.78,0,2024-02-01,2024-12-01,11,59,Sudeste,5.07,8.978,6.0,12.039154524350828
9497,2024-01-25,142162.47,22278.55,5.03,300,Até 3 SM,MT,Usado,MCMV,641,86.45,0,2024-02-01,2024-12-01,11,60,Centro-Oeste,6.41,8.645,5.0,11.864725837466564
9498,2024-01-25,262039.04,41835.93,7.52,120,Até 3 SM,PR,Novo,FGTS,592,86.23,1,2024-02-01,2024-12-01,11,148,Sul,5.92,8.623000000000001,2.0,12.476248779276286
9499,2024-01-25,157006.01,19468.49,8.01,180,Até 3 SM,CE,Novo,FGTS,492,88.97,0,2024-02-01,2024-12-01,11,0,Nordeste,4.92,8.897,3.0,11.964039363852551
9500,2024-01-25,200000.0,28551.83,10.77,300,3 a 6 SM,BA,Usado,Livre,622,87.51,0,2024-02-01,2024-12-01,11,0,Nordeste,6.22,8.751000000000001,5.0,12.206072645530174
9501,2024-01-26,200000.0,28480.88,9.37,240,3 a 6 SM,SP,Novo,Livre,562,87.53,0,2024-02-01,2024-12-01,11,27,Sudeste,5.62,8.753,4.0,12.206072645530174
9502,2024-01-26,246668.27,76286.78,7.33,240,6 a 10 SM,RN,Novo,FGTS,611,76.38,0,2024-02-01,2024-12-01,11,54,Nordeste,6.11,7.638,4.0,12.415799676491117
9503,2024-01-26,88385.21,12638.31,4.25,300,Até 3 SM,SP,Novo,MCMV,540,87.49,1,2024-02-01,2024-12-01,11,139,Sudeste,5.4,8.748999999999999,5.0,11.389459926935935
9504,2024-01-26,129245.88,25767.49,8.28,300,3 a 6 SM,PR,Novo,FGTS,743,83.38,0,2024-02-01,2024-12-01,11,81,Sul,7.43,8.338,5.0,11.769471915653721
9505,2024-01-26,181092.18,30920.12,4.08,180,3 a 6 SM,PE,Novo,MCMV,698,85.42,0,2024-02-01,2024-12-01,11,37,Nordeste,6.98,8.542,3.0,12.106761462375973
9506,2024-01-26,81703.21,12916.47,5.59,240,3 a 6 SM,RN,Usado,MCMV,465,86.35,1,2024-02-01,2024-12-01,11,106,Nordeste,4.65,8.635,4.0,11.310848570161939
9507,2024-01-26,330177.16,79617.31,8.14,180,6 a 10 SM,TO,Usado,FGTS,725,80.57,0,2024-02-01,2024-12-01,11,47,Norte,7.25,8.056999999999999,3.0,12.707384637875917
9508,2024-01-26,181735.27,33157.04,7.14,360,6 a 10 SM,DF,Usado,FGTS,862,84.57,0,2024-02-01,2024-12-01,11,0,Centro-Oeste,8.62,8.456999999999999,6.0,12.110306346719389
9509,2024-01-26,167350.0,23956.29,5.43,300,Até 3 SM,SP,Usado,MCMV,687,87.48,1,2024-02-01,2024-12-01,11,95,Sudeste,6.87,8.748000000000001,5.0,12.027842706639472
9510,2024-01-26,261100.68,80204.06,7.51,120,6 a 10 SM,SP,Usado,FGTS,777,76.5,0,2024-02-01,2024-12-01,11,77,Sudeste,7.77,7.65,2.0,12.472661359049972
9511,2024-01-26,168230.98,27533.15,8.7,240,Até 3 SM,SP,Novo,FGTS,505,85.94,1,2024-02-01,2024-12-01,11,100,Sudeste,5.05,8.594,4.0,12.033093195054379
9512,2024-01-26,107170.91,14646.97,8.21,180,Até 3 SM,SP,Usado,FGTS,542,87.98,1,2024-02-01,2024-12-01,11,102,Sudeste,5.42,8.798,3.0,11.582180128853226
9513,2024-01-26,342542.77,115301.87,8.69,360,Acima de 10 SM,SC,Usado,Livre,776,74.82,0,2024-02-01,2024-12-01,11,24,Sul,7.76,7.481999999999999,6.0,12.744151804800477
